%Molecule Name    : Toluene
%Description      :  p-silicalite gcmc final run
%Temperature      :     300.00
%Max Loading/uc   :       8.00
%Number of Points : 4001
%Type of file     :    2
%  Pressure     N         sigma      
%  kpa          mol/uc    ,ol/uc     
  2.900000000000000E-004  7.834293638814721E-002  7.552037115792051E-002
  3.000000000000000E-004  8.117327308759338E-002  7.822182779668822E-002
  3.100000000000000E-004  8.400803518277684E-002  8.093174341278617E-002
  3.200000000000000E-004  8.684708645773380E-002  8.364165902888410E-002
  3.300000000000001E-004  8.969029902084637E-002  8.635952829064922E-002
  3.400000000000000E-004  9.253755255889082E-002  8.907739755241434E-002
  3.500000000000001E-004  9.538873367794377E-002  9.180277337462422E-002
  3.600000000000000E-004  9.824373531883568E-002  9.452814919683411E-002
  3.700000000000000E-004  0.101102456236879       9.726063315020231E-002
  3.800000000000000E-004  0.103964800537256       9.999311710357052E-002
  3.900000000000000E-004  0.106830677258797       0.102732351827400     
  4.000000000000000E-004  0.109700000000000       0.105471586551229     
  4.100000000000000E-004  0.112175356296051       0.108207599508728     
  4.200000000000000E-004  0.114644902905825       0.110943612466226     
  4.300000000000000E-004  0.117108791335358       0.113667098663587     
  4.400000000000000E-004  0.119567165710738       0.116390584860947     
  4.500000000000000E-004  0.122020163297058       0.119102167621003     
  4.600000000000000E-004  0.124467914970151       0.121813750381058     
  4.700000000000000E-004  0.126910545646351       0.124513996277618     
  4.800000000000001E-004  0.129348174674816       0.127214242174177     
  4.900000000000001E-004  0.131780916196391       0.129903668347587     
  5.000000000000000E-004  0.134208879472500       0.132593094520997     
  5.100000000000000E-004  0.136632169187094       0.135272174795638     
  5.200000000000001E-004  0.139050885724373       0.137951255070278     
  5.300000000000001E-004  0.141465125424641       0.140620425108773     
  5.400000000000000E-004  0.143874980820395       0.143289595147268     
  5.500000000000000E-004  0.146280540854520       0.145949256823171     
  5.600000000000001E-004  0.148681891082242       0.148608918499074     
  5.700000000000001E-004  0.151079113858311       0.151259443630231     
  5.800000000000000E-004  0.153472288510750       0.153909968761388     
  5.900000000000000E-004  0.155861491502333       0.156551702316279     
  6.000000000000001E-004  0.158246796580859       0.159193435871169     
  6.100000000000001E-004  0.160628274919175       0.161826698737719     
  6.200000000000000E-004  0.163005995245798       0.164459961604270     
  6.300000000000000E-004  0.165380023966914       0.167085052993038     
  6.400000000000001E-004  0.167750425280447       0.169710144381806     
  6.500000000000001E-004  0.170117261282833       0.172327343921734     
  6.600000000000001E-004  0.172480592069070       0.174944543461662     
  6.700000000000000E-004  0.174840475826555       0.177554113035852     
  6.800000000000000E-004  0.177196968923193       0.180163682610041     
  6.900000000000001E-004  0.179550125990202       0.182765867970509     
  7.000000000000001E-004  0.181900000000000       0.185368053330977     
  7.100000000000000E-004  0.185290333863594       0.187977758157246     
  7.200000000000000E-004  0.188695114587998       0.190587462983515     
  7.300000000000001E-004  0.192114201794334       0.193219147030092     
  7.400000000000001E-004  0.195547458376267       0.195850831076669     
  7.500000000000000E-004  0.198994750380431       0.198504077845500     
  7.600000000000000E-004  0.202455946892752       0.201157324614331     
  7.700000000000001E-004  0.205930919930325       0.203831736300559     
  7.800000000000001E-004  0.209419544338491       0.206506147986788     
  7.900000000000000E-004  0.212921697692799       0.209201344179859     
  8.000000000000000E-004  0.216437260205574       0.211896540372930     
  8.100000000000001E-004  0.219966114636812       0.214612156878310     
  8.200000000000001E-004  0.223508146209145       0.217327773383689     
  8.300000000000001E-004  0.227063242526656       0.220063461151312     
  8.400000000000000E-004  0.230631293497315       0.222799148918935     
  8.500000000000001E-004  0.234212191258833       0.225554573066399     
  8.600000000000001E-004  0.237805830107759       0.228309997213862     
  8.700000000000001E-004  0.241412106431617       0.231084836133961     
  8.800000000000000E-004  0.245030918643942       0.233859675054061     
  8.900000000000001E-004  0.248662167122054       0.236653619597635     
  9.000000000000001E-004  0.252305754147410       0.239447564141209     
  9.100000000000001E-004  0.255961583848427       0.242260316867394     
  9.200000000000000E-004  0.259629562145618       0.245073069593579     
  9.300000000000001E-004  0.263309596698948       0.247904344080562     
  9.400000000000001E-004  0.267001596857281       0.250735618567546     
  9.500000000000001E-004  0.270705473609822       0.253585138777755     
  9.600000000000001E-004  0.274421139539453       0.256434658987964     
  9.700000000000001E-004  0.278148508777862       0.259302158682328     
  9.800000000000002E-004  0.281887496962402       0.262169658376692     
